nazwa ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,wysposażenie,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie,telefon,link
Trzy strony świata/Duży Salon!Dwa duże balkony!,"1 644 000,01 zł","Przedstawiam Państwu nieruchomość zaprojektowaną z dbałością o każdy detal. Jest to mieszkanie dla miłośników przestronnych, dużych salonów oraz posiłków na balkonie! 
Jeśli szukasz dużego mieszkania, które posiada dwa balkony, ma praktyczny rozkład, dwie łazienki oraz znajduje się w zielonej części centrum miasta - ta oferta jest dla Ciebie. 

Numer mieszkania: O1-3-5

Mieszkanie o pow. 101,30m² składa się z:
- Pokoju dziennego z aneksem kuchennym (39,5 m²)
- Przestronnej sypialni  (16,55m²) 
- Sypialni (13,4 m²)
- Sypialni (10,4 m²)
- Łazienki (5,9 m²)
- Łazienki (3,39 m²)
- Balkon (14,7 m² i 18,3m²)

Niewątpliwą zaletą prezentowanego mieszkania jest funkcjonalny układ w którym:
- Przestronny salon z częścią wypoczynkową oraz wyjściem na duży balkon
- korytarz z szafą na odzież wierzchnią,
- funkcjonalny, duży aneks kuchenny z miejscem na jadalnię, 
- duża sypialnia z miejscem na szafę w zabudowie,
- trzy pozostałe sypialnie posiadają miejsce na szafy oraz biurka do pracy,
- wspólna łazienka z miejscem na wannę,

INWESTYCJA:

Wielkomiejski charakter nadaje inwestycji nowoczesna architektura budynków z dużymi przeszkleniami i jasnymi elewacjami pokrytymi okładziną z mineralnych płytek klinkierowych. Przestrzeń osiedla wypełnia bujna zieleń, alejki spacerowe i oczka wodne tworzące malownicze otoczenie sprzyjające odpoczynkowi. Na terenie założenia zaprojektowano także siłownię zewnętrzną i plac zabaw dla dzieci, chodniki i oświetlenie energooszczędne.

LOKALIZACJA i OTOCZENIE:

W opisywanej inwestycji płynnie przenikają się dwa światy: łagodna natura i tętniące życiem miasto. Położenie niedaleko ścisłego centrum pozwala mieszkańcom swobodnie korzystać z jego atrakcyjnej oferty kulturalnej i rozrywkowej. W zasięgu ręki jest Hala Orbita, miejsce koncertów, targów i imprez sportowych, oraz plaża miejska HotSpot Beach Bar - popularna wśród miłośników zabawy i relaksu na świeżym powietrzu. W niewielkiej odległości od osiedla znajdują się także liczne ośrodki biznesowe i biurowe oraz Centrum Handlowe Magnolia Park ze sklepami, kinem i restauracjami.

W pobliżu znajdują się:
- Przystanek tramwajowy oraz autobusowy,
- Przystanek PKP,
- Grobla Kozanowska,
- Centrum Handlowe Magnolia Park,
- Kaufland oraz Obi,
- Polana Popowicka,
- Hala Orbita,


DODATKOWE INFORMACJE:
- Wysoki standard inwestycji,
- Garaż podziemny,
- Monitoring wewnętrzy i zewnętrzny,
- Plac zabaw w częściach wspólnych,
- Ogrodzone osiedle,
- Wideodomofony,
- Szlaban na pilot,
- Siłownia zewnętrzna,

Oferujemy także:
- Wsparcie od pierwszej prezentacji do finalizacji transakcji i przekazania mieszkania,
- Pomoc w skompletowaniu dokumentów i w formalnościach,
- Współpracę z doświadczonym doradcą finansowym,
- Darmową konsultację z fachowcem remontowo-budowlanym,
- Sprawdzone kancelarie notarialne,
- Bezpieczeństwo transakcji w oparciu o polisę OC,
- Propozycję korzystnego ubezpieczenia nieruchomości,


Jeżeli ta oferta spełnia Twoje wymagania lub chcesz dowiedzieć się więcej o tej nieruchomości, nie zwlekaj i skontaktuj się już dziś ze mną, aby zarezerwować tę nieruchomość.

Posiadamy w ofercie mieszkania w różnych rozkładach i cenach w tej oraz innych inwestycjach.

Piotr Majewski
Doradca ds. nieruchomości
690-510-079

Biuro Nieruchomości SMInwestycje Sp. z o.o.

*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66§1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmi","ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie",16 229 zł/m²,4.0,"101,3 m²",brak informacji,,brak informacji,pierwotny,3/9,biuro nieruchomości,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,,690 510 079,https://www.otodom.pl/pl/oferta/trzy-strony-swiata-duzy-salon-dwa-duze-balkony-ID4oOJY
Dwa balkony!Gotowe!Duże sypialnie!,969 000 zł,,"ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie",13 095 zł/m²,,,,,,,,,,,,,,690 510 079,https://www.otodom.pl/pl/oferta/dwa-balkony-gotowe-duze-sypialnie-ID4oOJL
3-pokojowe mieszkanie 62m2 + ogródek,739 107 zł,Wirtualny spacer,"ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie",11 816 zł/m²,3.0,"62,55 m²",,,,,parter/4,,pełna własność,do wykończenia,"taras, ogródek",garaż/miejsce parkingowe,,573 560 379,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-ogrodek-ID4oLke
Ołtaszyn/Taras/I kwartał 2024,,,"ul. gen. Tadeusza Kutrzeby, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",,,,,,,,,,,,,,,690 510 079,https://www.otodom.pl/pl/oferta/oltaszyn-taras-i-kwartal-2024-ID4oOJZ
Piękne z balkonem na Maślicach/Park/Jeziorko,695 000 zł,"Piękne z balkonem na Maślicach/Park/Jeziorko

Oferujemy na sprzedaż gotowe do zamieszkania 3-pokojowe mieszkanie na drugim piętrze o powierzchni 56m2
Mieszkanie składa się z
*salonu połączonego z kuchnią,
*sypialnią (balkon francuski),
*sypialnią/biurem,
*łazienka z prysznicem,
* przedpokój wyposażony w zabudowę

* balkon-loggia niezabudowana ok 6 mkw.

Do mieszkania przynależy piwnica ok 6 mkw
Atutem winda do poziomu piwnicy.
Istnieje możliwość wynajęcia garażu.

- Ciche osiedle na wyjątkowych, zielonych Maślicach
- W pobliżu Wzgórze Maślickie, obok wały nad Odrą oraz lasy i parki co czyni to miejsce wyjątkowym na różnego rodzaju spacery i wycieczki rowerowe,
- w pobliżu przystanki autobusowe ,
- w pobliżu szkoły, przedszkola,




Zapraszam
Agnieszka
789 788 606

Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Maślice, Fabryczna, Wrocław, dolnośląskie",12 411 zł/m²,3.0,56 m²,meble,700 zł,blok,wtórny,2/3,biuro nieruchomości,,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie,789 788 606,https://www.otodom.pl/pl/oferta/piekne-z-balkonem-na-maslicach-park-jeziorko-ID4oOw1
HIT!WrociłoDoSprzedaży!!OstatniezOgródkiem|Sprawdź,380 000 zł,,"ul. Woskowa, Brochów, Krzyki, Wrocław, dolnośląskie",,,,,,,,,,,,,,,690 725 555,https://www.otodom.pl/pl/oferta/hit-wrocilodosprzedazy-ostatniezogrodkiem-sprawdz-ID4oOp8
3 pokoje | Tramwaj | Stare Miasto | Gotowe,724 680 zł,"LOKALIZACJA:

Miejskie życie dzieje się w centrum. Teatry, muzea, kina, restauracje - to właśnie za nie kochamy duże miasta, czas zacząć je odwiedzać! Z Braniborskiej w kilka minut można dotrzeć na malownicze Podwale, pełne restauracji ulice św. Antoniego i Włodkowica czy do kina Nowe Horyzonty. W najbliższej okolicy znajduje się również Wrocławskie Muzeum Współczesne, Akademia Sztuk Teatralnych i Narodowe Forum Muzyki.
Dla mieszkańców dostępny jest taras na dachu budynku!

NIERUCHOMOŚĆ:

Mieszkanie o powierzchni 50,36 m2 składa się z:

- pokoju dziennego z aneksem kuchennym (17,04 m2)

- sypialni (9,45 m2)

- sypialni (8,71 m2)

- przedpokoju (10,79 m2)

- łazienki z WC (4,31 m2)


Dodatkowo balkony o powierzchni 15,03 m2 i 4,48 m2!


Brak podatku PCC oraz prowizji.


GOTOWE DO ODBIORU!

B-45

Obsługa naszego biura jest całkowicie bezpłatna. Pomożemy w uzyskaniu kredytu hipotecznego, wspomożemy Państwa w całym procesie zakupu, odpowiemy na wszelkie pytania.

ZAPRASZAM DO KONTAKTU:

Natalia Kłos
tel. 882800475

WRE Nieruchomości
ul. Piłsudskiego 91A
50-019 Wrocław


Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne.

NOTA PRAWNA:
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.","ul. Braniborska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",14 387 zł/m²,3.0,"50,37 m²",brak informacji,,brak informacji,pierwotny,4/9,biuro nieruchomości,pełna własność,,"balkon, taras",garaż/miejsce parkingowe,,882 800 475,https://www.otodom.pl/pl/oferta/3-pokoje-tramwaj-stare-miasto-gotowe-ID4oOpH
PROMOCJA | Piękny i duży Ogródek|OSTATNIE|Sprawdź!,560 000 zł,"Pracujemy 7 dni w tygodniu. Zainteresowała Cię oferta? Zadzwoń, zanim ubiegną Cię inni.
OSTATNIE!!
Na sprzedaż mieszkanie z największym ogródkiem w inwestycji.
-> umów się na prezentację mieszkania na żywo
-> dogodny harmonogram płatności
-> wysoki standard mieszkania","ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",8 296 zł/m²,4.0,"67,5 m²",brak informacji,,apartamentowiec,pierwotny,parter,biuro nieruchomości,pełna własność,,"ogródek, taras",garaż/miejsce parkingowe,miejskie,690 725 555,https://www.otodom.pl/pl/oferta/promocja-piekny-i-duzy-ogrodek-ostatnie-sprawdz-ID4oOqr
,,,"Widawa, Psie Pole, Wrocław, dolnośląskie",,,,,,,,,,,,,,,798 601 102,https://www.otodom.pl/pl/oferta/spokojna-zielona-okolica-2-pokoje-tanio-ID4oOr2
2-pokojowe mieszkanie 38m2 + 2 ogródki,509 145 zł,Wirtualny spacer,"ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie",13 099 zł/m²,2.0,"38,87 m²",,,,,parter/4,,pełna własność,do wykończenia,"taras, ogródek",garaż/miejsce parkingowe,,573 560 379,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-2-ogrodki-ID4oLi5
PROMOCJA | NajlepszaCENA |SuperUstawne|Sprawdź HIT,539 000 zł,"Pracujemy 7 dni w tygodniu. Zainteresowała Cię oferta? Zadzwoń, zanim ubiegną Cię inni.
-> umów się na prezentację mieszkania na żywo
-> ostatnie mieszkania w ofercie
-> 0% PROWIZJI
OFERTA BEZPOŚREDNIO OD DEWELOPERA. 
W ofercie posiadamy piękne mieszkania(dwu/trzy oraz czteropokojowe) z ogródkami lub balkonami. Klucze za rok. ","ul. Ignacego Mościckiego, Bieńkowice, Krzyki, Wrocław, dolnośląskie",7 985 zł/m²,4.0,"67,5 m²",brak informacji,,apartamentowiec,pierwotny,1,biuro nieruchomości,pełna własność,,"balkon, taras",garaż/miejsce parkingowe,miejskie,690 725 555,https://www.otodom.pl/pl/oferta/promocja-najlepszacena-superustawne-sprawdz-hit-ID4oOqj
"Kawalerka z wydzielona sypialnia, duży balkon",559 000 zł,"Dzień dobry, mam do sprzedania bardzo ciekawe mieszkanie. Śmiało mogę powiedzieć, że jest to unikat! Oryginalnie była to kawalerka, jednak jej układ pozwolił wydzielić osobną sypialnie. Na ten moment jest to pomieszczenie na wpół otwarte, jednak biorąc pod uwagę miejsce postawienia ścianki, oraz fakt że jest tam okno i grzejnik jest możliwość montażu np. drzwi przesuwnych i uzyskania osobnego, zamkniętego pokoju. Proszę także zwrócić uwagę na wielkość przeszkleń. Ilość światła, która wpada do mieszkania jest oszałamiająca! Daje to poczucie przestrzeni I pozytywnie nastraja na codzień. Dodatkowym atutem jest olbrzymi balkon - ponad 8m2. Jest to idealne miejsce do relaksu w wolnej chwili. Lokal znajduje się na pierwszym piętrze, w cichym zakątku osiedla Różanka. W najbliższej okolicy mamy pełną infrastrukturę, oraz bardzo dobrą komunikację. Wszystko jest w zasiegu ręki. Dzięki świetnej lokalizacji oraz funkcjonalności mieszkanie może służyć nowemu właścicielowi jako super miejsce do życia lub też być bardzo dobrą inwestycją. Wynajem tego lokalu to czysta formalność. Podaż takich mieszkań w takiej odległości od centrum miasta, które jednocześnie zapewniają taki spokój w okolicy jest znikoma. Śmiało więc mogę powiedzieć, że to mieszkanie to prawdziwa okazja! Polecam więc się nim zainteresować i jak najszybciej umówić się na prezentację:) Z rzeczy bardziej przyziemnych:: - czynsz ok 400 zł - ogrzewanie centralne - internet, tv są - w mieszkaniu może zostać całe wyposażenie W razie pytań - zapraszam do kontaktu;)","ul. Obornicka, Różanka, Psie Pole, Wrocław, dolnośląskie",19 276 zł/m²,,29 m²,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",400 zł,blok,wtórny,1/4,prywatny,pełna własność,do zamieszkania,balkon,,miejskie,600 232 553,https://www.otodom.pl/pl/oferta/kawalerka-z-wydzielona-sypialnia-duzy-balkon-ID4oMh0
Nowe 2-pokojowe z balkonem Ołtaszyn 0%prowizji,521 258 zł,"OFERTA BEZ PROWIZJI.
Polecamy nowe gotowe mieszkanie położone w jednej z najlepszych lokalizacji we Wrocławiu.
Położenie w centrum Ołtaszyna w kameralnym 2- piętrowym budynku z garażem podziemnym.
Budynek monitorowany.
W okolicy znajdują się tereny zielone, przedszkole, opieka zdrowotna, sporo sklepów i punktów usługowych, blisko wyjazd z Wrocławia w kierunku autostrady A4
Mieszkanie położone na 1 piętrze oddane w standardzie deweloperskim, w lokalu ogrzewanie podłogowe i przynależny balkon.","ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",11 890 zł/m²,2.0,"43,84 m²",brak informacji,,blok,pierwotny,1/2,biuro nieruchomości,pełna własność,do wykończenia,balkon,garaż/miejsce parkingowe,miejskie,604 572 606,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-z-balkonem-oltaszyn-0-prowizji-ID4oOrM
2 pokoje | Partynice | Inwestycja | Apartament,698 325 zł,"LOKALIZACJA:

Poznaj nową inwestycję położoną u zbiegu ulic Braterskiej, Przyjaźni i alei Karkonoskiej! W sąsiedztwie Parku Klecińskiego i Parku Południowego.
Doskonała lokalizacja - 300 metrów od przystanku tramwajowego Braterska!

NIERUCHOMOŚĆ:

Mieszkanie o powierzchni 41,78 m2 składa się z:

- pokoju dziennego z aneksem kuchennym (22,36 m2)

- sypialni (10,74 m2)

- przedpokoju (4,53 m2)

- łazienki (4,16 m2)

Dodatkowo balkon o powierzchni 4,26 m2.


ATUTY MIESZKANIA:

- położenie wschodnie

- widok na dziedziniec


Brak podatku PCC oraz prowizji.

Realizacja 2026-04

K2 10/7/1/2ka

Obsługa naszego biura jest całkowicie bezpłatna. Pomożemy w uzyskaniu kredytu hipotecznego, wspomożemy Państwa w całym procesie zakupu, odpowiemy na wszelkie pytania.

ZAPRASZAM DO KONTAKTU:

Natalia Kłos
tel. 882800475

WRE Nieruchomości
ul. Piłsudskiego 91A
50-019 Wrocław


Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne.

NOTA PRAWNA:
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.","ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie",16 714 zł/m²,2.0,"41,78 m²",brak informacji,,brak informacji,pierwotny,7/8,biuro nieruchomości,pełna własność,,"balkon, taras",garaż/miejsce parkingowe,,882 800 475,https://www.otodom.pl/pl/oferta/2-pokoje-partynice-inwestycja-apartament-ID4oOpN
,,,"ul. Braniborska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",,,,,,,,,,,,,,,882 800 475,https://www.otodom.pl/pl/oferta/3-pokoje-tramwaj-stare-miasto-gotowe-ID4oOpJ
3-pokojowe mieszkanie 60m2 + 2 ogródki,707 133 zł,Wirtualny spacer,"ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie",11 652 zł/m²,3.0,"60,69 m²",,,,,parter/4,,pełna własność,do wykończenia,"taras, ogródek",garaż/miejsce parkingowe,,573 560 379,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-2-ogrodki-ID4oLia
Maślice/2pok./winda/piwnica/balkon/do zamieszkania,645 000 zł,"OFERTA BEZPOŚREDNIO OD WŁAŚCICIELA!
PREFEROWANI KLIENCI GOTÓWKOWI!
Na sprzedaż słoneczne mieszkanie na osiedlu Maślice przy ulicy Augustowskiej we Wrocławiu.
BARDZO DOBRY STANDARD WYKOŃCZENIA, BARDZO JASNE MIESZKANIE!
Mieszkanie gotowe do zamieszkania od zaraz, znajduje się na drugim piętrze w bloku 3-piętrowym. Budynek ma WINDĘ z poziomu zero.
W skład mieszkania wchodzą:
- przestronny salon z aneksem kuchennym
- sypialnia
- spora łazienka
- duży przedpokój z szafą w zabudowie
- duży balkon w kształcie litery L z przepięknym widokiem
- piwnica o powierzchni 4,8 mkw.
Dodatkowo w budynku znajduje się wspólna, zamykana na klucz rowerownia/wózkownia.
Miejsca postojowe są przy budynku i wystarczają dla wszystkich mieszkańców.
Okolica jest cicha i spokojna. Na osiedlu znajduje się przychodnia, szkoła, biblioteka, sklepy, osiedlowa piekarnia, dwa centra handlowe oraz restauracje. Przystanki komunikacji miejskiej znajdują się w odległości 5-7 minut spacerem.
Budynek jest w głębi osiedla co sprawia, że nie docierają do niego dźwięki głównych ulic oraz otoczony jest liczną zielenią.
Polecamy mieszkanie osobom, które cenią sobie spokój i kontakt z naturą.
W okolicy znajdziemy dużo ścieżek spacerowych, kilka stawów oraz tereny rekreacyjne. Do Odry można dojść spacerem w 10 minut.
Czynsz za mieszkanie płatny do Spółdzielni. Przy dwóch osobach wynosi około 880 złotych (zawiera m.in. opłaty eksploatacyjne, wodę, opłatę za śmieci, ogrzewanie, windę) + internet + prąd według zużycia.","ul. Augustowska, Maślice, Fabryczna, Wrocław, dolnośląskie",12 722 zł/m²,2.0,"50,7 m²","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",880 zł,blok,wtórny,2/3,prywatny,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,kotłownia,500 370 974,https://www.otodom.pl/pl/oferta/maslice-2pok-winda-piwnica-balkon-do-zamieszkania-ID4oOqh
,,,"ul. Woskowa, Brochów, Krzyki, Wrocław, dolnośląskie",,,,,,,,,,,,,,,690 725 555,https://www.otodom.pl/pl/oferta/super-promocja-nowa-inwestycja-duzeokna-sprawdzhit-ID4oOpn
"Spokojna , zielona okolica, 3 pokoje , dwustronne!",598 492 zł,"jeżeli szukasz ciszy i spokoju, to jest Twoje miejsce. Cisza i spokój w świetnej cenie. 

0% PROWIZJI!!!

Na sprzedaż mieszkanie 3 pokojowe o powierzchni 60,15 m2, z balkonem. 
Osiedle powstaje na Wrocławskiej Lipie Piotrowskiej. Inwestycja będzie obejmowała budowę zespołu piętnastu budynków mieszkalnych wielorodzinnych trzy kondygnacyjnych z 5 garażami podziemnymi, z cichobieżnymi windami. Mieszkania na parterze będą posiadać ogródki lub balkony. Układy mieszkań zostały zaprojektowane bardzo przestronnie, z dużymi oknami, w których zostaną zamontowane rolety zewnętrzne. Ponadto na terenie inwestycji powstaną stojaki rowerowe, plac zabaw, a teren wokół budynków zostanie zagospodarowany zielenią parkową.

Mieszkanie składa się z:
- pokój z aneksem 
- sypialnia
- sypialnia
- przedpokój
- łazienka 
- balkon

Istnieje możliwość zobaczenia inwestycji i rozkładów na żywo - nie czekaj, zadzwoń i zarezerwuj termin spotkania!

Więcej informacji pod numerem:
tel./WhatsApp 798-601-102
Pozdrawiam,
Sławomir

...
Oferta wystawiona przez Biuro nieruchomości Falcon Estate.
Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne.","Widawa, Psie Pole, Wrocław, dolnośląskie",9 950 zł/m²,3.0,"60,15 m²",brak informacji,10 zł,blok,pierwotny,1/2,biuro nieruchomości,pełna własność,do wykończenia,"balkon, ogródek",garaż/miejsce parkingowe,miejskie,798 601 102,https://www.otodom.pl/pl/oferta/spokojna-zielona-okolica-3-pokoje-dwustronne-ID4oOr8
54m2 z tarasem w kamienicy na Placu Pereca,650 000 zł,"Sprzedam mieszkanie z tarasem w przedwojennej kamienicy na Placu Pereca we Wrocławiu.
Mieszkanie o powierzchni 54m2 KW składa się z 2 nieprzechodnich pokoi, kuchni, łazienki, przedpokoju i oddzielnej toalety. Jego układ daje jednak bardzo wiele możliwości aranżacyjnych - ściany wewnętrzne maja grubość 27cm i nie są ścianami nośnymi. Przykłady możliwych aranżacji w zdjęciach.
Wielkim atutem mieszkania jest duży i ustawny taras z wspaniałym widokiem. Świetnie sprawdza się latem. O taki kawałek nieba nad głową nie łatwo w centrum Wrocławia. 
Mieszkanie składa się z:
Salonu o pow: 22,4m2
Pokoju o pow: 13m2
Kuchni o pow: 8,5 m2
Łazienki o pow: 2,5 m2
Przedpokoju o pow: 4,5 m2
Toalety o pow: 1m2
Taras o pow: 5,5 m2
Mieszkanie znajduje się na ostatnim 4 piętrze kamienicy. Brak windy, ale jest możliwość w przyszłości jej zrobienia - na klatce jest na nią miejsce. Nad mieszkaniem jest wielki strych, z którego można korzystać. Prawdopodobnie jest też możliwość wydzielenie go ze wspólnoty i adaptację na cele mieszkaniowe - po dopełnieniu formalności i załatwieniu zgód od reszty członków wspólnoty. Ogrzewanie gazowe - piec dwufunkcyjny. Pod budynkiem leci rura ciepłowniczą więc jest szansa na przejście w przyszłości na ogrzewanie miejskie.
Okna plastikowe 3 szybowe wymienione w 2023
Piec gazowy dwufunkcyjny - wymieniony w 2022
Czynsz: Woda - ryczałt, ścieki, odpady komunalne, fundusz remontowy oraz opłata zarządcy - 400zł 
Lokalizacja: w okolicy wszystko co potrzebne do szczęścia: sklepy, szkoły, apteki, kawiarnie, plac zabaw i tramwaj jadący 10 min do centrum. 
Własność: księga wieczysta. 
Bez pośredników","Plac Pereca 2, Gajowice, Fabryczna, Wrocław, dolnośląskie",12 037 zł/m²,2.0,54 m²,"lodówka, meble, kuchenka, pralka",400 zł,kamienica,wtórny,4/4,prywatny,pełna własność,do remontu,taras,,gazowe,500 359 144,https://www.otodom.pl/pl/oferta/54m2-z-tarasem-w-kamienicy-na-placu-pereca-ID4oMfF
